"","U1","U2","U3","U4","U5","U6","U7","U8","U9","U10","U11","U12","U13","U14","U15","U16","U17","U18","U19","U20","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","N11","N12","N13","N14","N15","N16","N17","N18","N19","N20","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","D12","D13","D14","D15","D16","D17","D18","D19","D20","S1_1","S1_2","S1_3","S1_4","S1_5","S1_6","S1_7","S1_8","S1_9","S1_10","S1_11","S1_12","S1_13","S1_14","S1_15","S1_16","S1_17","S1_18","S1_19","S1_20","S2_1","S2_2","S2_3","S2_4","S2_5","S2_6","S2_7","S2_8","S2_9","S2_10","S2_11","S2_12","S2_13","S2_14","S2_15","S2_16","S2_17","S2_18","S2_19","S2_20"
"1",-1.369115764624,0.588713415563428,-0.331683392837305,0.956604322784105,1.71944795007427,-1.62450156523167,-0.990677692930757,0.886110421340353,1.20246645656177,0.640265101054357,-1.1143418730802,-0.506297750797977,1.13809347536581,2.95526811996191,0.715727199853431,-0.0752468027656368,1.43988078542671,0.293826244642299,-0.60421493259951,-0.577052223744129,-1.39136814810087,0.0762835985818341,1.46562363460309,-0.0698603644731091,1.40492122268252,0.442446499953038,-0.787368237841349,-1.51720222031091,-0.836746071155318,-0.985218644315248,2.17180563537155,0.700487393587584,-0.240363201639252,0.565999577598619,0.123577803656909,1.9721598417535,-2.48881179100235,-2.2616577792039,-2.49112554277348,1.27162387905435,-1.60096642412564,0.563979542817711,-1.58810541540745,0.38721316864722,0.431258201038905,0.153561563820883,0.699618357650238,-0.838788368320429,2.84770937439202,-1.59022256525473,-2.2680982572194,1.3142027774991,3.60915474681612,-0.126984384716729,2.1469273693544,-0.401713549120158,-0.488047531639554,1.80068366872029,-1.50140496283344,0.570968595375661,-0.501831189981583,-1.96513369256797,-1.81747533133119,-0.041532312520672,-2.80399777137372,-0.3572032099545,-1.10244033140177,-0.738386905519732,0.704475326599795,-1.71399656707578,1.96572913575031,0.963183412246503,-0.664502926987193,-0.0558029209457639,0.804224423453162,3.62363661698373,-2.52620057849942,-3.12474830271801,0.237065159256067,0.30055123665982,-0.663948774510899,-0.889259691282925,-0.841071828410768,0.667293953459109,-1.86587629704937,0.130176228813009,0.271303466901783,-0.460975858408816,-0.0284429664959831,1.02527621327553,-0.759501312310107,-0.647794244787262,-0.790477569710211,1.47500933822628,0.298056932255122,-1.09803666371101,0.850983698781455,-0.978141902973286,-0.0940590257613851,-1.56321043087478
"2",0.413444100844036,-0.881422048440803,-0.05736545040014,1.88738830817269,0.122003994842034,-3.3729045067222,0.21075621145177,-0.428335941787125,4.45452439564393,-0.951762489366923,-0.32415105318458,0.0758328076985741,0.638913112452255,-1.88465091808647,-0.296066379445246,1.11346198249371,0.731579644588855,1.50071658144267,-1.04219744947082,1.33957440567877,1.79057107929736,0.615789249618424,1.14658776996721,0.508095136155455,-3.46443933680855,2.77976079883139,1.84669157471088,-0.761722871158754,0.0308612364625864,0.159705104735604,0.749414198373763,-0.243527040844801,1.18624843258517,1.04450725024905,-1.52913958919313,0.587323258192035,0.188895523894161,-1.90284479272667,-0.518010861964028,0.239336660501834,-3.27107622022071,3.16610506172079,-2.03810776964072,-4.57037594387133,-0.37093183735235,-2.38961527395821,-0.624691301362776,0.751984499830584,0.361433092173404,-2.57493003758005,-4.39771772988459,-1.3895271420034,-1.16566485692899,-0.99282925676616,-3.80888490766183,-1.00039743131576,-2.82759720425581,2.11433070541695,2.61998469009346,0.554750228897855,1.74937796409714,-0.867606843729118,-1.61757050205986,0.650606963576307,0.600391002407633,-1.48485169876515,1.04354967437812,-3.63242877456554,1.08204554427444,2.69276327577458,2.89561306439607,2.05507414763917,-0.639698695020807,-1.27228244731686,1.16945854188871,-2.27870099086326,-1.52419354234204,-1.2657709057933,1.19971625855622,3.89425842836211,-1.75395125094764,1.35041757174032,4.01824466701324,1.36430203564115,1.16557755612353,1.25380730564588,3.13769244945274,0.594392151304557,0.192676330147564,3.50753627950862,1.22896833237351,3.55793211722529,2.34538827179682,2.75039490287599,3.48256511622347,2.37581722583848,4.28143731675635,0.354449244977015,2.52521840726291,2.20148357442288
"3",1.50165710075007,0.201008146616459,-1.24529730221748,2.27023586064825,-0.361248916751466,1.93849078564754,3.83523499717506,-0.025112582428964,6.1468605047223,0.741024739573242,-0.24369071517024,4.13662786477774,-2.27061335885874,0.0439325152017709,-0.631789946347518,2.34248724663122,2.82894673312443,0.318341784697292,1.84766652310134,3.26615448781012,-0.625691118476871,-0.615884888253215,0.391091164170378,1.64798315766945,-0.432160366537195,0.214038297262826,1.89277053591791,-2.74218840390121,1.17669048911499,2.05654428579131,1.8190537264117,1.6428533362173,-0.766519771056877,1.66314754651092,0.394794584496274,2.97854467674956,0.501361141084205,-3.05894807311877,1.63785227739407,-1.24391360766721,-3.25125208953421,2.25313714547503,-1.22920569301318,-3.87150119414348,-1.84028971062921,-1.88941380619,-1.852147001116,-0.917603487242874,1.50034613173073,-4.08770345817761,-4.1451609841581,-3.25586062863979,-0.591143426099645,-1.85796303991684,4.03499384201583,-2.1134078432553,0.104105043953607,0.633146762226564,-1.6650999369004,1.4361758676961,2.23119045612103,-0.522319828579731,0.261524846994301,0.346807027494932,3.34653301242877,-0.389182067719598,1.40721817547305,-3.3220898835508,2.4783743880178,5.32110014786261,1.45749027270296,2.86535198055515,3.57893216119416,2.25753061005432,2.63004963236164,3.40450666163437,-0.50466293891329,-1.00868599631242,1.32582089525761,2.04108195235412,2.80118225332369,3.32620295465342,6.75780101483854,4.25657924973678,2.25143002657466,-0.0601091507066527,5.37688984064057,3.63697286838971,2.7853107475511,6.77346673261754,5.77546830261031,4.05344001980045,3.28822705077628,3.01193692089477,3.32073955970563,4.3545482289942,7.00063663764325,2.00898361845155,3.48215262673367,5.73514571633966
"4",1.61470394712896,0.619524890298738,-3.44108655917062,3.65210307180049,0.155116938656431,2.98904593976778,1.49593145430281,3.15359648867323,7.26065132705767,0.599005937357911,-1.59888086081896,2.52896627349257,-1.13886333390415,-3.89166230221272,-0.408582082837301,2.80199234090542,2.20145607663824,1.86583656154758,2.36508101004637,3.36912518257395,0.20593288800645,1.65640048344883,-3.61757417460003,4.37177942371683,-1.46306114632147,1.94445739032158,5.66649731766204,-2.77591610903115,0.741319629377832,-1.37867705945954,4.36843153819835,1.3896072492711,0.16691192698609,1.32318150140007,-1.19601594132845,1.36715369216994,-1.3304041971001,-6.95261083546069,-1.68429306827608,-4.73765664122894,-2.75230243206477,0.383694414304055,-3.52056213324799,-5.12429290955897,-1.12611981025858,-2.07913977309462,-2.33071605054639,-3.39168897502755,-3.45293833178785,-4.62898858280194,-4.97842338168497,-4.3903522488877,-5.02997329052495,-3.19680166049176,-6.68895227848667,0.0542429715308797,-4.39294313319874,-0.911987002911561,-1.06687947215657,1.35005639121941,5.34837888289519,0.770472760510892,-0.225310708013932,1.32225427110636,3.85483546992558,3.85122386580044,2.88394764605655,-0.281691018228748,0.077419786673703,6.56827083868817,2.31804241796357,6.14740580277515,2.49615146152408,0.823758627565363,2.98033123826617,-3.57557861174588,1.1574351569638,3.95376174964703,5.56552270272859,5.23468129544891,4.20425598908543,3.86389713906924,7.76459210242901,4.49461225394804,5.31945753797704,0.654423228800435,5.59331130335858,1.20256070969796,7.66652712228291,5.00949890131888,5.53221051996251,7.29736721669322,5.99603533300045,2.03538056257323,5.84398140351494,5.94960228827529,9.12037452381296,3.24269590501647,3.78794254901076,6.98963002324836
"5",2.60620955327661,1.52942161293238,1.19802328743457,4.46986760150757,-1.79295007816867,1.81307520963061,1.67372336274237,1.3956872084038,5.25659593077173,2.15796082226233,-0.728674999043042,5.16443746103124,3.56115977494298,0.875231763153709,0.35752284181018,5.46804847108871,4.95277553527093,3.20664026220223,5.29243957986379,3.50263276600794,2.34555370230908,3.89978227256954,-3.16229949250062,6.44927260786636,-0.961019201099472,1.08374984589317,0.628492405963049,-0.882008323677908,0.717204739375771,-2.9524939132563,0.562634789623866,2.31926542419878,1.00074488190048,2.08513518287195,1.40746186074765,1.07213463656389,-1.31433341284487,-2.91361814906727,0.076873624163555,-2.8914343991048,-7.13746942685497,-0.527863991215413,-3.68936441747706,-7.9783898033651,-0.610433745836463,0.984736313392375,-4.63178803837263,-4.86922117311042,0.690982037382581,-4.24552184750553,-8.74036288745325,-5.99527022271804,-2.41240961154984,-2.12775687097327,2.44905191412832,-0.374434819571728,-3.81151405510905,1.97179267930729,-1.10692364185647,2.36742115952589,3.47943426830286,1.80226746136859,0.482951399156226,1.53765252828186,5.77660486009568,6.07630923783984,3.0162379239336,5.03632198805028,1.54651187855105,5.83483832710676,3.26418914628256,3.79030362388271,3.09493483432406,2.39281705681118,3.94047927731843,4.46183228028409,1.33441167146671,6.67397358352585,0.988415238759033,3.33159010693424,5.52939304968521,6.16751621026692,6.50499319124139,5.8512017449981,8.72109480574123,1.6368523063224,3.93160295660885,2.72835635624265,9.403319812847,8.06160045988518,2.98363131261062,2.21202176605205,5.90873239716844,3.817044567159,7.00934446327635,6.67237852912406,9.93589897475839,5.33258202182717,4.89395376781134,5.51212541377324
"6",4.57905092012253,1.73861227604552,-1.86964470606949,5.23913785817378,1.49846759463705,2.63039996496549,3.08620986994614,1.272416552519,6.88039947125958,2.3658676524234,-2.00250737298337,3.73586102122279,-0.134464286888135,-2.62797024498466,0.283437988839445,4.78210308617505,7.69999538844612,3.37423163540082,6.02143633035576,3.68125014096277,4.95443027342386,4.78502132382254,-2.36916520527742,5.88593337941398,1.41087622438459,0.959858331355631,5.87900317952068,-0.60395761947918,1.17482678601097,-2.06947709445522,1.49210331076905,1.5049508505559,3.66898251635814,1.66614908565002,2.04636423523727,2.26562989211971,-2.25239438647967,-3.16820301539153,1.07842000709507,-1.13340718158391,-7.39935419440101,-0.9909543524117,-4.13202439861136,-7.45157607173203,-1.7464130597281,-1.96594119014712,-2.71762427040743,-1.95750122020011,-3.42578804100278,-4.54041374779534,-8.34634499674193,-7.26453576194953,-8.65502153746841,-3.3563358308953,-7.99844616763364,-0.0720024535829453,-4.42986049601294,1.79983205453327,-3.24472504159333,4.67462265585381,5.85327959956604,4.69580197502006,3.76868189882879,3.00939182955514,2.73313320462414,5.59635584035876,2.71898956204735,6.3322838114708,4.06993466874858,6.35101827248904,5.64390256878602,4.02961594650626,0.985177922911515,6.2030863201455,6.98473203053615,-3.69076421992584,0.828868761184501,8.76140279803864,3.53391883867231,6.23494446862614,5.49707486039353,5.01292233396019,6.30635189255834,3.82228631762053,7.59720877082662,3.73540636985116,6.15221388326083,0.839379631048503,7.38912186263298,8.0400617497234,3.24348139674286,2.46628587589615,5.21188678415792,0.580304748707151,4.01930707600737,5.33924121838571,6.63162044462159,2.68237644443573,0.546932034786483,2.43481703081818
"7",6.59921341343862,0.339740029702816,-1.66188049249303,6.26378012954523,0.591227398705381,1.55453769695508,5.90896396580745,4.10354239716759,6.40324536405061,5.15099819984066,-0.523083132879218,5.34877752500842,0.395010767367846,1.23599462790402,0.629425991207618,5.02207187414252,7.70271423738521,4.90398568282817,8.62727691861777,3.00258480169855,6.07878375570098,4.04125559429067,-1.20964610242055,6.15599951481279,-0.512765042159834,0.61825108538821,1.50338665998081,1.21505589356495,-1.24160494771018,0.101997170117638,2.59712056982509,-0.953506501359796,0.717142524494932,0.866676426357615,2.50611658843338,2.63537337630503,-2.72834984675547,-3.71780971258515,2.46560084836635,-3.56260270735985,-5.42809903880442,-0.861689019077714,-5.92667863020319,-8.36895328182035,-2.92570823152142,-1.05279471134525,-4.25954878371954,-4.08398610756425,-2.00779101738261,-6.2816901218153,-5.41535461024545,-6.20020297910439,-3.39269100123684,-3.47128512323582,0.815962161779985,-4.25189782805336,-2.49270292563505,0.0946896544712809,-2.91914435854377,5.2502201622799,6.72580466145783,4.73019300568667,2.955756358305,3.49775764066208,3.83234452582722,3.8599687122103,4.40296971895155,4.57506707621862,3.61964121010556,6.74557180177316,4.08513508199554,5.04654377350974,0.922915582860425,5.99962305302042,5.85692596256937,7.27086560417212,7.33760465212463,3.72155436468363,4.17199401246209,5.86754066413314,3.89530359389214,2.80526887167622,3.7760661326233,1.47722928241692,4.95197308465789,0.770343868968709,2.77954751891272,2.0700222551952,4.85033745280046,7.55943192145138,0.889464377350803,1.69246785444614,4.98345497777185,2.64501379848065,6.50440014025242,2.36796577054364,6.24196844968456,-0.242517478244157,2.07072011792112,3.17135186582892
"8",4.90222774721727,2.33074323373032,-0.143505214049126,5.56850367417181,-0.0137466230700303,1.49892339927702,5.65084084500899,6.26445531581925,7.54612550889136,5.17827224954287,0.346731308723677,5.57397028171245,-0.163830144700657,0.411302320335872,0.890443084376222,7.54312261844512,9.70317128045048,4.23125266438185,8.84631793508558,4.89184226365664,3.15513099384517,2.81431779317004,-0.698143222787849,3.32436795916431,-1.10998263778845,2.45151868554914,3.5290629476187,-0.0858080269560506,1.05051180164258,0.604540891858542,4.68620014049336,3.6159634702043,0.480333431985491,1.11415290849594,2.18379180391154,1.86748671924711,-0.321298139286776,-7.50351158485286,-0.51409034851275,-5.02312793976331,-5.79645177334832,-2.54526876905609,-3.72601999309338,-7.05735849397835,-1.57159662498714,-2.82096286361791,-3.16804456392931,-4.41973976583742,-4.39471917771178,-8.57298095435465,-7.36491064997702,-5.33647521276967,-8.59680100088865,-5.29890154345394,-9.01316009912616,-3.18250306160662,-0.852195247613738,1.14140840274713,-4.26486492316901,0.054945240931294,7.63604624287007,7.08311020930734,2.70332051329352,2.30877082639249,4.55115596676517,5.00997460810288,3.18922166229172,1.98750862965315,3.21811615582034,8.81171378740485,5.80178983154679,5.29582001968348,-0.612414310624503,5.80196350118944,6.0246214063334,-2.54741454649303,5.10871238467401,2.46071158448659,3.4074164916832,3.63507833325374,0.785438888546277,1.48122590798827,1.25320372323049,1.40050408351438,0.00985105445792178,-0.0451784326160921,-0.874250016787361,-2.37088202927683,1.38202133655737,5.32713526011002,-1.65071831643743,-0.590772288171731,1.17382006234222,-0.190212251645409,4.60870520834452,0.177034662736674,6.2685855082048,0.281896851968465,-2.53301776201135,1.67982789463448
"9",6.75048302000238,1.21640699224562,1.20621309958458,6.29669262257905,2.05924181009391,4.72888554970766,5.26117634368666,5.64745309166553,7.76799824418595,5.62897991821209,0.762627114315827,6.26038520762781,-1.20963813791806,0.157365582781542,0.236282295496355,6.30387790201258,12.3556909994087,6.96946843755168,9.40411912350133,4.08215608745275,4.44344061638754,3.93373507819169,-1.96224555552121,4.9156591075466,0.0280091561380881,0.499492177555482,1.96630581016065,0.980618007092206,1.1720404032235,-1.29194703621321,3.79493801406507,0.676841799570122,1.29732047066774,2.87400677207809,-1.40220268626719,-1.52967482493957,-0.862436462491796,-4.58814337143548,0.650328373927772,-3.65328302631553,-6.56326387668811,-2.78561671778572,-6.8608441637711,-12.7606533868921,-1.44067080792815,-2.09480867596197,-2.83933822287198,-5.84863435202507,0.0493488133082747,-9.73511156202947,-7.17371518879794,-5.02282234389712,-4.59380397652185,-5.17500599802935,-0.762994437264624,-6.1208123076394,-1.61245880851759,-1.90230657591773,-6.57051925072591,1.54120251936131,10.6979990238603,5.92605114896498,5.75235642889809,3.07552902381738,5.64276803314808,6.68847557351038,3.22313748805924,4.29783019355205,4.33421240536727,8.47991646697766,3.24401952882255,3.13006329811476,-1.28397262519224,4.550761400763,7.35496611837953,4.68036922455578,6.22813786244171,5.29801319405656,1.66941658878205,4.37196091501028,-1.04164930146573,0.472983811430827,0.244721735777137,-2.06354035105365,-0.0938019917636825,-5.28299021354768,-0.24977139225345,-2.7401939931912,-0.263853098359712,5.50389347786707,-2.07654634199889,-6.65456854294607,-0.81693996428096,-2.79636571178237,-2.53547477666831,-2.44084521339985,2.13860668299037,-4.61958826358242,-1.95468792207971,-1.84327729420621
"10",4.7763764929334,2.49035792049664,-0.355183327957286,7.40277951745682,-0.641892086783807,5.57397790848916,2.37781702026399,6.28414668377069,7.68880854443355,2.93455399646293,1.24550642342379,9.4769812157303,-2.07439732186281,-1.79336829523566,2.20366133534294,7.43273495038898,10.7950291435776,7.53339597127088,10.5244442208833,4.88915735911136,5.73817356024433,2.12414524733432,-2.27919375415643,2.25443562576386,-0.813740153067526,3.62926627145188,3.17873449281236,-0.954090915860522,-0.796159625779174,-2.36893256361581,6.74549032424156,0.00466878988334107,0.511746036281454,2.86377626302282,-3.41127933437463,1.50030452465756,1.06948870015111,-1.96259034515629,-1.968262139513,-2.39816875840636,-8.80914082700018,-3.55515376173508,-7.23999406194279,-9.37338381150609,-1.15326676665422,-5.36634117227642,-3.9460990590713,-4.98752382898321,-3.27954562906866,-9.47093885057448,-8.63317445573666,-6.80485857711973,-7.11092901957722,-5.95506366442503,-9.26922537621711,-3.90759654230481,-2.91331302246077,-3.21256301039845,-7.22730128452641,3.75693046463255,7.69496339161763,6.70423962886777,4.87079069951154,3.26175438649355,2.87956526789599,6.00541061650657,2.63423379757421,6.34704124720933,3.40305405801157,10.2150301671621,4.36939198303291,4.07285569331317,3.43671534890883,5.57511531324645,6.39997362910899,-0.691249406525955,8.55026764970189,6.19699501453178,4.28686405955972,4.0917194458296,-3.65394274503202,-0.570478746200438,-1.36351127421011,-2.39782344105126,-2.34148743954738,-6.43907553341877,-4.19072649888115,-5.04947897154811,-0.575489765092224,0.98599375562265,-5.03775053848413,-8.20448962236936,-4.34677219107272,-4.3410805632408,-2.24007027085197,-6.99175684600499,-1.02547841737495,-7.33831381892434,-7.16966596040595,-3.59489450313408
